  3.8232221e+002  8.7209302e-003
  3.8835994e+002  2.0348837e-002
  3.9346880e+002  3.1976744e-002
  3.9764877e+002  5.5232558e-002
  4.0229318e+002  8.1395349e-002
  4.0554427e+002  1.1918605e-001
  4.0925980e+002  1.8313953e-001
  4.1251089e+002  2.6744186e-001
  4.1483309e+002  3.5174419e-001
  4.1715530e+002  4.4186047e-001
  4.1808418e+002  5.0581395e-001
  4.1947750e+002  5.9302326e-001
  4.2040639e+002  6.5988372e-001
  4.2133527e+002  7.2093023e-001
  4.2226415e+002  7.9941860e-001
  4.2319303e+002  8.6918605e-001
  4.2412192e+002  9.4767442e-001
  4.2505080e+002  1.0174419e+000
  4.2644412e+002  1.1046512e+000
  4.2690856e+002  1.1744186e+000
  4.2830189e+002  1.2412791e+000
  4.2923077e+002  1.3081395e+000
  4.3015965e+002  1.3720930e+000
  4.3108853e+002  1.4302326e+000
  4.3248186e+002  1.4941860e+000
  4.3341074e+002  1.5494186e+000
  4.3480406e+002  1.6104651e+000
  4.3712627e+002  1.6744186e+000
  4.3805515e+002  1.7180233e+000
  4.4084180e+002  1.7500000e+000
  4.4362845e+002  1.7761628e+000
  4.4687954e+002  1.7819767e+000
  4.4966618e+002  1.7732558e+000
  4.5245283e+002  1.7616279e+000
  4.5616836e+002  1.7383721e+000
  4.5849057e+002  1.7034884e+000
  4.6174165e+002  1.6453488e+000
  4.6359942e+002  1.5901163e+000
  4.6545718e+002  1.5203488e+000
  4.6685051e+002  1.4505814e+000
  4.6870827e+002  1.3779070e+000
  4.7010160e+002  1.3023256e+000
  4.7149492e+002  1.2325581e+000
  4.7288824e+002  1.1569767e+000
  4.7521045e+002  1.0552326e+000
  4.7753266e+002  9.5348837e-001
  4.7892598e+002  8.7790698e-001
  4.8124819e+002  7.8197674e-001
  4.8310595e+002  6.9767442e-001
  4.8542816e+002  6.1337209e-001
  4.8821480e+002  5.2616279e-001
  4.9239478e+002  4.2732558e-001
  4.9518142e+002  3.6046512e-001
  4.9796807e+002  3.0232558e-001
  5.0214804e+002  2.4418605e-001
  5.0679245e+002  1.9767442e-001
  5.1050798e+002  1.5988372e-001
  5.1468795e+002  1.1627907e-001
  5.1886792e+002  8.7209302e-002
  5.2397678e+002  6.3953488e-002
  5.3047896e+002  4.3604651e-002
  5.3744557e+002  2.9069767e-002
  5.4394775e+002  2.0348837e-002
  5.4998549e+002  1.1627907e-002
  5.6020319e+002  1.1627907e-002
  5.8017417e+002  8.7209302e-003
  6.3358491e+002  8.7209302e-003
  6.9953556e+002  2.9069767e-003
