  1.7356143e-001  5.4628225e-003
  1.5396579e-001  1.7754173e-002
  1.3437014e-001  3.9605463e-002
  1.2317263e-001  6.0091047e-002
  1.0637636e-001  9.1502276e-002
  8.9580093e-002  1.3520486e-001
  7.4183515e-002  1.7617602e-001
  6.7185070e-002  2.0075873e-001
  5.5987558e-002  2.4582701e-001
  4.3390358e-002  2.9499241e-001
  3.2192846e-002  3.6054628e-001
  2.3794712e-002  4.1380880e-001
  1.1197512e-002  5.0121396e-001
  6.9984448e-003  5.3808801e-001
  2.7993779e-003  5.9954476e-001
  0.0000000e+000  6.5417299e-001
  6.9984448e-003  7.0060698e-001
  1.2597201e-002  7.5113809e-001
  2.3794712e-002  7.7981791e-001
  3.7791602e-002  8.1259484e-001
  7.2783826e-002  8.3444613e-001
  1.1337481e-001  8.2898331e-001
  1.5396579e-001  8.0849772e-001
  1.9455677e-001  7.8254932e-001
  2.2954899e-001  7.5523520e-001
  2.6734059e-001  7.2518968e-001
  3.0233281e-001  6.9241275e-001
  3.3732504e-001  6.6100152e-001
  3.7371695e-001  6.2549317e-001
  4.1010886e-001  5.9135053e-001
  4.4370140e-001  5.5720789e-001
  4.8009331e-001  5.2033384e-001
  5.1368585e-001  4.8755690e-001
  5.4447900e-001  4.5751138e-001
  5.7667185e-001  4.2610015e-001
  6.0326594e-001  3.9878604e-001
  6.2846034e-001  3.7420334e-001
  6.6625194e-001  3.3596358e-001
  6.9144635e-001  3.1138088e-001
  7.2643857e-001  2.7587253e-001
  7.3203733e-001  2.6904401e-001
  1.7356143e-001  5.4628225e-003
