  3.8092888e+002  2.9069767e-003
  3.8650218e+002  5.8139535e-003
  3.9671988e+002  1.1627907e-002
  4.0507983e+002  2.3255814e-002
  4.1111756e+002  4.9418605e-002
  4.1529753e+002  7.5581395e-002
  4.1854862e+002  1.1337209e-001
  4.2179971e+002  1.5988372e-001
  4.2458636e+002  2.0348837e-001
  4.2737300e+002  2.5000000e-001
  4.3108853e+002  2.9069767e-001
  4.3526851e+002  3.3139535e-001
  4.3851959e+002  3.4593023e-001
  4.4223512e+002  3.5174419e-001
  4.4641509e+002  3.4883721e-001
  4.4966618e+002  3.4011628e-001
  4.5431060e+002  3.2558140e-001
  4.5802612e+002  3.0813953e-001
  4.6220610e+002  2.8197674e-001
  4.6638607e+002  2.4418605e-001
  4.7010160e+002  1.9767442e-001
  4.7381713e+002  1.5988372e-001
  4.7753266e+002  1.2500000e-001
  4.8031930e+002  9.5930233e-002
  4.8496372e+002  6.3953488e-002
  4.8867925e+002  4.0697674e-002
  4.9332366e+002  2.3255814e-002
  4.9796807e+002  1.1627907e-002
  5.0261248e+002  8.7209302e-003
  5.0772134e+002  8.7209302e-003
  5.1329463e+002  2.3255814e-002
  5.1701016e+002  4.0697674e-002
  5.2119013e+002  7.5581395e-002
  5.2444122e+002  1.0465116e-001
  5.2955007e+002  1.6279070e-001
  5.3326560e+002  2.0058140e-001
  5.3698113e+002  2.4709302e-001
  5.4116110e+002  3.0813953e-001
  5.4534107e+002  3.6337209e-001
  5.4905660e+002  4.1860465e-001
  5.5230769e+002  4.6802326e-001
  5.5555878e+002  5.2034884e-001
  5.5880987e+002  5.7848837e-001
  5.6206096e+002  6.3081395e-001
  5.6438316e+002  6.6279070e-001
  5.6716981e+002  7.1511628e-001
  5.6995646e+002  7.6162791e-001
  5.7227866e+002  7.9941860e-001
  5.7552975e+002  8.4883721e-001
  5.7831640e+002  8.8953488e-001
  5.8110305e+002  9.3023256e-001
  5.8435414e+002  9.7093023e-001
  5.8806967e+002  1.0087209e+000
  5.9178520e+002  1.0377907e+000
  5.9503628e+002  1.0552326e+000
  5.9921626e+002  1.0639535e+000
  6.0293179e+002  1.0552326e+000
  6.0618287e+002  1.0348837e+000
  6.0943396e+002  1.0116279e+000
  6.1268505e+002  9.7674419e-001
  6.1593614e+002  9.2151163e-001
  6.1965167e+002  8.6918605e-001
  6.2150943e+002  8.2848837e-001
  6.2336720e+002  7.9360465e-001
  6.2522496e+002  7.5000000e-001
  6.2754717e+002  7.0058140e-001
  6.2940493e+002  6.5406977e-001
  6.3312046e+002  5.8139535e-001
  6.3590711e+002  5.2906977e-001
  6.3915820e+002  4.6511628e-001
  6.4194485e+002  4.1569767e-001
  6.4612482e+002  3.4593023e-001
  6.5076923e+002  2.7034884e-001
  6.5634253e+002  2.0930233e-001
  6.6052250e+002  1.6279070e-001
  6.6563135e+002  1.1918605e-001
  6.7027576e+002  8.7209302e-002
  6.7538462e+002  6.3953488e-002
  6.8142235e+002  4.3604651e-002
  6.8792453e+002  2.9069767e-002
  6.9349782e+002  2.0348837e-002
  6.9860668e+002  1.7441860e-002
