350	5.33
351	5.39
352	5.45
353	5.49
354	5.54
355	5.56
356	5.58
357	5.59
358	5.6
359	5.63
360	5.63
361	5.6
362	5.59
363	5.6
364	5.58
365	5.56
366	5.55
367	5.57
368	5.57
369	5.54
370	5.53
371	5.52
372	5.49
373	5.47
374	5.49
375	5.5
376	5.45
377	5.45
378	5.51
379	5.54
380	5.54
381	5.57
382	5.58
383	5.58
384	5.59
385	5.63
386	5.63
387	5.65
388	5.68
389	5.69
390	5.69
391	5.72
392	5.74
393	5.77
394	5.78
395	5.8
396	5.85
397	5.85
398	5.87
399	5.9
400	5.93
401	5.94
402	5.96
403	5.99
404	6.01
405	6.02
406	6.03
407	6.04
408	6.05
409	6.06
410	6.08
411	6.05
412	6.05
413	6.05
414	6.05
415	6.04
416	6.03
417	6.02
418	6.01
419	6.01
420	5.99
421	5.96
422	5.96
423	5.94
424	5.93
425	5.89
426	5.87
427	5.85
428	5.82
429	5.77
430	5.74
431	5.72
432	5.69
433	5.65
434	5.6
435	5.57
436	5.52
437	5.47
438	5.42
439	5.36
440	5.3
441	5.24
442	5.17
443	5.11
444	5.05
445	4.99
446	4.94
447	4.86
448	4.79
449	4.71
450	4.64
451	4.57
452	4.5
453	4.43
454	4.36
455	4.28
456	4.22
457	4.14
458	4.06
459	3.99
460	3.92
461	3.84
462	3.79
463	3.71
464	3.64
465	3.58
466	3.51
467	3.45
468	3.39
469	3.33
470	3.28
471	3.22
472	3.16
473	3.12
474	3.07
475	3.03
476	2.99
477	2.94
478	2.9
479	2.85
480	2.81
481	2.76
482	2.75
483	2.72
484	2.69
485	2.65
486	2.64
487	2.61
488	2.59
489	2.57
490	2.55
491	2.52
492	2.5
493	2.49
494	2.47
495	2.44
496	2.42
497	2.41
498	2.38
499	2.37
500	2.35
501	2.34
502	2.32
503	2.31
504	2.3
505	2.28
506	2.27
507	2.26
508	2.25
509	2.24
510	2.23
511	2.23
512	2.22
513	2.21
514	2.21
515	2.21
516	2.2
517	2.2
518	2.2
519	2.21
520	2.21
521	2.21
522	2.21
523	2.22
524	2.23
525	2.23
526	2.24
527	2.25
528	2.25
529	2.26
530	2.27
531	2.27
532	2.29
533	2.29
534	2.29
535	2.3
536	2.31
537	2.31
538	2.32
539	2.33
540	2.34
541	2.35
542	2.36
543	2.36
544	2.37
545	2.38
546	2.39
547	2.41
548	2.42
549	2.44
550	2.45
551	2.48
552	2.5
553	2.52
554	2.54
555	2.58
556	2.61
557	2.64
558	2.68
559	2.72
560	2.77
561	2.83
562	2.9
563	2.97
564	3.04
565	3.12
566	3.21
567	3.32
568	3.43
569	3.55
570	3.68
571	3.83
572	3.99
573	4.17
574	4.37
575	4.58
576	4.81
577	5.06
578	5.33
579	5.63
580	5.95
581	6.3
582	6.68
583	7.07
584	7.5
585	7.94
586	8.42
587	8.93
588	9.47
589	10.03
590	10.63
591	11.26
592	11.91
593	12.56
594	13.26
595	13.96
596	14.69
597	15.43
598	16.18
599	16.93
600	17.7
601	18.48
602	19.24
603	20
604	20.74
605	21.48
606	22.21
607	22.92
608	23.6
609	24.28
610	24.93
611	25.56
612	26.12
613	26.7
614	27.23
615	27.71
616	28.16
617	28.6
618	29.01
619	29.4
620	29.74
621	30.05
622	30.37
623	30.66
624	30.93
625	31.17
626	31.38
627	31.59
628	31.78
629	31.98
630	32.17
631	32.36
632	32.52
633	32.68
634	32.87
635	33.08
636	33.26
637	33.47
638	33.7
639	33.89
640	34.11
641	34.34
642	34.58
643	34.82
644	35.06
645	35.35
646	35.67
647	35.99
648	36.35
649	36.69
650	37.03
651	37.38
652	37.77
653	38.23
654	38.68
655	39.11
656	39.54
657	40.02
658	40.55
659	41.05
660	41.57
661	42.11
662	42.64
663	43.22
664	43.82
665	44.43
666	45.02
667	45.63
668	46.31
669	46.93
670	47.59
671	48.28
672	49
673	49.79
674	50.44
675	51.08
676	51.83
677	52.61
678	53.37
679	54.12
680	54.85
681	55.6
682	56.45
683	57.25
684	58.01
685	58.77
686	59.48
687	60.36
688	61.2
689	61.91
690	62.58
691	63.41
692	64.14
693	64.9
694	65.68
695	66.37
696	67.07
697	67.8
698	68.48
699	69.23
700	69.97
701	70.62
702	71.26
703	71.86
704	72.47
705	73.1
706	73.74
707	74.31
708	74.95
709	75.51
710	75.93
711	76.52
712	77.14
713	77.55
714	77.92
715	78.35
716	78.89
717	79.31
718	79.95
719	80.35
720	80.6
721	80.97
722	81.43
723	81.9
724	82.17
725	82.45
726	82.79
727	83.17
728	83.38
729	83.7
730	83.89
731	84.23
732	84.56
733	84.81
734	85.09
735	85.41
736	85.52
737	85.81
738	85.94
739	86.17
740	86.39
741	86.57
742	86.75
743	87.09
744	87.05
745	87.19
746	87.38
747	87.68
748	87.82
749	87.97
750	88.1
751	88.08
752	88.22
753	88.38
754	88.41
755	88.59
756	88.82
757	88.82
758	88.69
759	88.98
760	88.91
761	89.19
762	89.2
763	89.33
764	89.43
765	89.39
766	89.48
767	89.82
768	89.9
769	89.63
770	89.83
771	90.03
772	89.93
773	90.03
774	90.23
775	90.26
776	90.14
777	90.43
778	90.4
779	90.63
780	90.44
781	90.65
782	90.63
783	90.44
784	90.57
785	90.94
786	90.71
787	90.78
788	90.86
789	91.4
790	91.19
791	91.3
792	91.11
793	90.89
794	91.37
795	91.29
796	91.35
797	91.25
798	91.28
799	91.79
800	92.34
