350	46.53
351	46.54
352	46.5
353	46.35
354	46.34
355	46.22
356	46.07
357	45.96
358	45.82
359	45.68
360	45.43
361	45.15
362	45.02
363	44.75
364	44.47
365	44.15
366	43.94
367	43.67
368	43.36
369	43
370	42.64
371	42.34
372	42.01
373	41.7
374	41.4
375	41.1
376	40.72
377	40.41
378	40.18
379	39.9
380	39.59
381	39.31
382	39.1
383	38.83
384	38.58
385	38.31
386	38.08
387	37.92
388	37.7
389	37.42
390	37.13
391	37.01
392	36.84
393	36.65
394	36.44
395	36.23
396	36.1
397	35.96
398	35.86
399	35.73
400	35.58
401	35.48
402	35.36
403	35.34
404	35.29
405	35.14
406	35.04
407	34.94
408	34.86
409	34.8
410	34.68
411	34.65
412	34.5
413	34.34
414	34.27
415	34.17
416	34.05
417	33.96
418	33.84
419	33.72
420	33.66
421	33.55
422	33.45
423	33.31
424	33.26
425	33.19
426	33.11
427	32.98
428	32.94
429	32.85
430	32.76
431	32.71
432	32.67
433	32.55
434	32.5
435	32.41
436	32.39
437	32.28
438	32.24
439	32.15
440	32.09
441	32.02
442	31.99
443	31.93
444	31.91
445	31.83
446	31.83
447	31.79
448	31.71
449	31.72
450	31.67
451	31.65
452	31.6
453	31.59
454	31.56
455	31.51
456	31.48
457	31.45
458	31.39
459	31.37
460	31.34
461	31.31
462	31.3
463	31.27
464	31.26
465	31.2
466	31.17
467	31.14
468	31.1
469	31.06
470	31.05
471	30.98
472	30.98
473	30.94
474	30.91
475	30.89
476	30.88
477	30.88
478	30.89
479	30.86
480	30.86
481	30.92
482	30.9
483	30.94
484	30.93
485	30.98
486	31.03
487	31.11
488	31.14
489	31.18
490	31.23
491	31.31
492	31.35
493	31.44
494	31.51
495	31.54
496	31.65
497	31.67
498	31.8
499	31.81
500	31.9
501	31.94
502	31.98
503	32.04
504	32.08
505	32.14
506	32.16
507	32.2
508	32.21
509	32.27
510	32.28
511	32.28
512	32.32
513	32.35
514	32.37
515	32.37
516	32.4
517	32.4
518	32.41
519	32.42
520	32.39
521	32.4
522	32.41
523	32.38
524	32.38
525	32.37
526	32.35
527	32.33
528	32.32
529	32.29
530	32.25
531	32.21
532	32.21
533	32.17
534	32.1
535	32.06
536	32.06
537	32.01
538	31.97
539	31.87
540	31.87
541	31.81
542	31.76
543	31.72
544	31.71
545	31.65
546	31.6
547	31.56
548	31.51
549	31.45
550	31.41
551	31.39
552	31.35
553	31.33
554	31.32
555	31.28
556	31.27
557	31.24
558	31.22
559	31.19
560	31.21
561	31.19
562	31.14
563	31.13
564	31.12
565	31.1
566	31.1
567	31.12
568	31.11
569	31.09
570	31.06
571	31.03
572	31.05
573	31.03
574	30.99
575	30.98
576	30.99
577	31
578	31
579	30.98
580	30.95
581	30.97
582	30.98
583	30.96
584	30.96
585	30.95
586	30.96
587	30.97
588	30.99
589	30.96
590	30.99
591	31
592	31
593	30.99
594	30.99
595	30.98
596	30.97
597	30.95
598	30.98
599	30.98
600	30.96
601	30.95
602	30.95
603	30.92
604	30.92
605	30.88
606	30.88
607	30.85
608	30.83
609	30.79
610	30.77
611	30.78
612	30.74
613	30.71
614	30.7
615	30.71
616	30.71
617	30.71
618	30.7
619	30.72
620	30.74
621	30.75
622	30.79
623	30.87
624	30.93
625	31.02
626	31.14
627	31.27
628	31.39
629	31.51
630	31.65
631	31.82
632	32.02
633	32.23
634	32.47
635	32.74
636	32.98
637	33.27
638	33.59
639	33.92
640	34.3
641	34.67
642	35.03
643	35.44
644	35.85
645	36.29
646	36.78
647	37.29
648	37.82
649	38.34
650	38.9
651	39.49
652	40.04
653	40.64
654	41.31
655	41.94
656	42.56
657	43.27
658	44.01
659	44.71
660	45.43
661	46.2
662	46.96
663	47.71
664	48.55
665	49.4
666	50.21
667	51.05
668	51.89
669	52.74
670	53.65
671	54.52
672	55.45
673	56.43
674	57.35
675	58.27
676	59.17
677	60.07
678	61.09
679	62.04
680	62.98
681	63.94
682	64.96
683	65.91
684	66.84
685	67.82
686	68.71
687	69.69
688	70.69
689	71.55
690	72.45
691	73.41
692	74.23
693	75.11
694	75.95
695	76.77
696	77.61
697	78.34
698	79.16
699	80.05
700	80.8
701	81.42
702	82.11
703	82.77
704	83.46
705	84.18
706	84.76
707	85.29
708	85.81
709	86.37
710	86.85
711	87.39
712	88.04
713	88.27
714	88.64
715	89.11
716	89.58
717	89.89
718	90.49
719	90.78
720	91
721	91.26
722	91.68
723	92.04
724	92.21
725	92.38
726	92.63
727	92.91
728	93.24
729	93.41
730	93.44
731	93.71
732	93.98
733	94.07
734	94.31
735	94.53
736	94.54
737	94.77
738	94.91
739	94.96
740	95.1
741	95.13
742	95.4
743	95.51
744	95.48
745	95.63
746	95.67
747	95.75
748	95.81
749	95.89
750	96.09
751	96.04
752	96.14
753	96.02
754	96.16
755	96.36
756	96.36
757	96.55
758	96.24
759	96.44
760	96.48
761	96.75
762	96.47
763	96.61
764	96.59
765	96.86
766	96.69
767	96.9
768	96.86
769	96.82
770	96.93
771	96.84
772	96.7
773	96.88
774	97.03
775	96.89
776	96.96
777	97.11
778	97.05
779	97.21
780	97.07
781	97.17
782	97.13
783	96.96
784	96.83
785	97.23
786	97.07
787	97.01
788	97.06
789	97.37
790	97.25
791	97.29
792	97.11
793	97.31
794	97.38
795	97.02
796	97.12
797	97.2
798	97.25
799	97.65
800	97.44
