350	6.34
351	6.32
352	6.3
353	6.26
354	6.26
355	6.24
356	6.2
357	6.19
358	6.18
359	6.17
360	6.15
361	6.13
362	6.12
363	6.13
364	6.13
365	6.12
366	6.12
367	6.12
368	6.14
369	6.17
370	6.19
371	6.23
372	6.23
373	6.24
374	6.28
375	6.33
376	6.35
377	6.37
378	6.47
379	6.55
380	6.58
381	6.64
382	6.7
383	6.73
384	6.78
385	6.83
386	6.87
387	6.88
388	6.91
389	6.92
390	6.94
391	6.98
392	7
393	7.01
394	7.03
395	7.05
396	7.07
397	7.06
398	7.08
399	7.08
400	7.1
401	7.1
402	7.09
403	7.11
404	7.11
405	7.12
406	7.14
407	7.13
408	7.12
409	7.12
410	7.12
411	7.12
412	7.12
413	7.12
414	7.12
415	7.1
416	7.09
417	7.11
418	7.09
419	7.09
420	7.1
421	7.1
422	7.1
423	7.11
424	7.12
425	7.11
426	7.13
427	7.12
428	7.13
429	7.13
430	7.12
431	7.14
432	7.15
433	7.17
434	7.19
435	7.2
436	7.2
437	7.25
438	7.26
439	7.29
440	7.31
441	7.36
442	7.4
443	7.41
444	7.47
445	7.53
446	7.58
447	7.62
448	7.69
449	7.75
450	7.82
451	7.89
452	7.96
453	8.05
454	8.14
455	8.23
456	8.33
457	8.44
458	8.55
459	8.66
460	8.8
461	8.92
462	9.08
463	9.24
464	9.41
465	9.58
466	9.78
467	9.98
468	10.2
469	10.43
470	10.7
471	10.97
472	11.28
473	11.63
474	11.99
475	12.38
476	12.82
477	13.28
478	13.8
479	14.33
480	14.92
481	15.57
482	16.26
483	17.03
484	17.84
485	18.74
486	19.69
487	20.69
488	21.74
489	22.91
490	24.09
491	25.35
492	26.66
493	28.01
494	29.39
495	30.83
496	32.3
497	33.83
498	35.31
499	36.77
500	38.22
501	39.72
502	41.08
503	42.44
504	43.72
505	44.89
506	46.02
507	47.05
508	48.02
509	48.87
510	49.55
511	50.16
512	50.66
513	51.03
514	51.32
515	51.49
516	51.57
517	51.57
518	51.46
519	51.28
520	51.03
521	50.73
522	50.35
523	49.91
524	49.45
525	48.94
526	48.37
527	47.77
528	47.17
529	46.5
530	45.86
531	45.14
532	44.45
533	43.75
534	43
535	42.28
536	41.55
537	40.8
538	40.02
539	39.24
540	38.47
541	37.7
542	36.89
543	36.12
544	35.33
545	34.52
546	33.73
547	32.93
548	32.11
549	31.27
550	30.46
551	29.66
552	28.83
553	28
554	27.21
555	26.4
556	25.62
557	24.84
558	24.09
559	23.34
560	22.64
561	21.97
562	21.31
563	20.66
564	20.04
565	19.48
566	18.93
567	18.41
568	17.92
569	17.44
570	16.97
571	16.55
572	16.13
573	15.76
574	15.4
575	15.06
576	14.74
577	14.44
578	14.17
579	13.89
580	13.64
581	13.42
582	13.21
583	13.02
584	12.83
585	12.65
586	12.48
587	12.35
588	12.19
589	12.03
590	11.87
591	11.72
592	11.58
593	11.46
594	11.32
595	11.17
596	11.04
597	10.9
598	10.78
599	10.65
600	10.51
601	10.39
602	10.28
603	10.16
604	10.05
605	9.95
606	9.87
607	9.79
608	9.71
609	9.65
610	9.58
611	9.53
612	9.49
613	9.45
614	9.42
615	9.4
616	9.38
617	9.36
618	9.34
619	9.34
620	9.34
621	9.33
622	9.33
623	9.34
624	9.34
625	9.35
626	9.37
627	9.36
628	9.36
629	9.38
630	9.39
631	9.4
632	9.41
633	9.42
634	9.43
635	9.45
636	9.47
637	9.52
638	9.57
639	9.59
640	9.64
641	9.69
642	9.76
643	9.82
644	9.88
645	9.96
646	10.03
647	10.11
648	10.19
649	10.26
650	10.35
651	10.44
652	10.54
653	10.65
654	10.75
655	10.86
656	10.96
657	11.08
658	11.22
659	11.33
660	11.43
661	11.53
662	11.62
663	11.7
664	11.76
665	11.8
666	11.87
667	11.9
668	11.91
669	11.92
670	11.91
671	11.9
672	11.89
673	11.87
674	11.82
675	11.77
676	11.74
677	11.69
678	11.63
679	11.57
680	11.53
681	11.47
682	11.42
683	11.38
684	11.32
685	11.26
686	11.18
687	11.12
688	11.06
689	10.98
690	10.9
691	10.85
692	10.74
693	10.66
694	10.55
695	10.45
696	10.36
697	10.28
698	10.2
699	10.08
700	9.98
701	9.89
702	9.79
703	9.71
704	9.63
705	9.56
706	9.5
707	9.44
708	9.4
709	9.38
710	9.36
711	9.39
712	9.42
713	9.42
714	9.48
715	9.56
716	9.61
717	9.7
718	9.83
719	9.95
720	10.06
721	10.19
722	10.37
723	10.54
724	10.71
725	10.89
726	11.08
727	11.34
728	11.59
729	11.89
730	12.16
731	12.5
732	12.85
733	13.21
734	13.63
735	14.07
736	14.54
737	15.08
738	15.65
739	16.26
740	16.92
741	17.63
742	18.46
743	19.37
744	20.3
745	21.37
746	22.49
747	23.7
748	25.04
749	26.32
750	27.91
751	29.43
752	31.08
753	32.79
754	34.55
755	36.41
756	38.33
757	40.33
758	42.06
759	44.02
760	45.84
761	47.64
762	49.38
763	51.12
764	52.62
765	54.22
766	55.62
767	57.14
768	58.27
769	59.58
770	60.6
771	61.59
772	62.39
773	63.29
774	64.06
775	64.67
776	65.29
777	66.16
778	66.45
779	66.97
780	67.46
781	67.74
782	68.24
783	68.43
784	68.79
785	69.24
786	69.36
787	69.52
788	69.91
789	70.14
790	70.41
791	70.67
792	70.79
793	70.84
794	71.08
795	71.22
796	71.25
797	71.4
798	71.31
799	71.82
800	72.48
