    350.23 0.0251671229
    350.50 0.0254455760
    350.76 0.0257733767
    351.02 0.0259867972
    351.29 0.0263437542
    351.55 0.0266334177
    351.81 0.0269275716
    352.07 0.0271050845
    352.34 0.0273207345
    352.60 0.0275902068
    352.86 0.0279516385
    353.12 0.0281044855
    353.39 0.0283582570
    353.65 0.0286210094
    353.91 0.0289644951
    354.18 0.0292676141
    354.44 0.0295707331
    354.70 0.0297235644
    354.96 0.0301410793
    355.23 0.0304217619
    355.49 0.0307360913
    355.75 0.0310324747
    356.02 0.0313692248
    356.28 0.0315310212
    356.54 0.0319036632
    356.81 0.0321215428
    357.07 0.0324291365
    357.33 0.0327322399
    357.59 0.0331273183
    357.86 0.0333653734
    358.12 0.0336841775
    358.38 0.0337809256
    358.65 0.0341109558
    358.91 0.0344006035
    359.17 0.0346543594
    359.43 0.0348206305
    359.70 0.0350968227
    359.96 0.0353662793
    360.22 0.0356357359
    360.49 0.0358042522
    360.75 0.0360310812
    361.01 0.0362130688
    361.27 0.0364533534
    361.54 0.0367340203
    361.80 0.0370057221
    362.06 0.0373133002
    362.33 0.0376343338
    362.59 0.0379060199
    362.85 0.0381440750
    363.11 0.0384381975
    363.38 0.0386448353
    363.64 0.0388268072
    363.90 0.0391298948
    364.17 0.0393522334
    364.43 0.0395364505
    364.69 0.0398731849
    364.95 0.0401224346
    365.22 0.0404299969
    365.48 0.0407532758
    365.74 0.0409307573
    366.01 0.0413190687
    366.27 0.0417455172
    366.53 0.0421383191
    366.80 0.0424234607
    367.06 0.0427085867
    367.32 0.0431282996
    367.58 0.0435211014
    367.85 0.0438241891
    368.11 0.0442349212
    368.37 0.0444752057
    368.63 0.0448119244
    368.90 0.0452047105
    369.16 0.0455122729
    369.42 0.0458445012
    369.69 0.0461969206
    369.95 0.0465650408
    370.21 0.0470520473
    370.48 0.0474336230
    370.74 0.0477658513
    371.00 0.0481474271
    371.26 0.0485738599
    371.53 0.0489711365
    371.79 0.0491822333
    372.05 0.0494808148
    372.32 0.0499229485
    372.58 0.0503202250
    372.84 0.0507511326
    373.11 0.0511394440
    373.37 0.0514671819
    373.63 0.0519586473
    373.89 0.0523873254
    374.16 0.0528070226
    374.42 0.0532581057
    374.68 0.0535387413
    374.95 0.0538664791
    375.21 0.0542368288
    375.47 0.0545555858
    375.74 0.0547308064
    376.00 0.0548746097
    376.26 0.0551485096
    376.52 0.0554784770
    376.79 0.0558174252
    377.05 0.0560890799
    377.31 0.0563943813
    377.58 0.0567849065
    377.84 0.0572786172
    378.10 0.0576063393
    378.37 0.0577949998
    378.63 0.0581317028
    378.89 0.0585782954
    379.15 0.0589172436
    379.42 0.0592561761
    379.68 0.0595659523
    379.94 0.0600484369
    380.20 0.0606228966
    380.47 0.0609012712
    380.73 0.0611415087
    380.99 0.0614826864
    381.26 0.0619584511
    381.52 0.0622771924
    381.78 0.0625465861
    382.05 0.0629528121
    382.31 0.0634420167
    382.57 0.0638773990
    382.83 0.0643598836
    383.10 0.0647100264
    383.36 0.0651992310
    383.62 0.0656637696
    383.89 0.0661372734
    384.15 0.0666870358
    384.41 0.0672637250
    384.68 0.0678516246
    384.94 0.0684507345
    385.20 0.0690184429
    385.46 0.0695749252
    385.73 0.0700775853
    385.99 0.0706744501
    386.25 0.0712287029
    386.52 0.0717560446
    386.78 0.0722564595
    387.04 0.0730417177
    387.31 0.0737305418
    387.57 0.0743767541
    387.83 0.0750117402
    388.09 0.0756915992
    388.36 0.0763153751
    388.62 0.0770849482
    388.88 0.0776302045
    389.15 0.0782091232
    389.41 0.0788777562
